AAL3_20,AAL3_21,AAL3_22,AAL3_23,AAL3_40,AAL3_41,AAL3_42,AAL3_43,AAL3_44,AAL3_45,AAL3_70,AAL3_71,AAL3_72,AAL3_73,AAL3_90,AAL3_91
-1.8349975,-1.2805816,-0.9669359,-0.27825576,-0.6552233,0.8929816,-0.6083371,-0.20121282,-0.20210634,0.65848845,-0.46164766,1.3132207,-2.5818362,-1.4222132,-0.774797,1.6149471
-1.6773398,-1.273381,-1.0673206,-0.5575379,-0.74256355,0.72954965,-0.693515,-0.3853148,-0.32197574,0.27052733,-0.53634554,0.9773463,-2.1421409,-1.2462606,-0.8366575,1.3641013
-1.4501116,-1.1704975,-1.1306931,-0.7897478,-0.81526816,0.5472339,-0.7788783,-0.5574221,-0.4192924,-0.08130969,-0.62308526,0.5877097,-1.6530865,-1.042342,-0.8847393,1.0903975
-1.1594492,-0.96196,-1.1669183,-0.96912044,-0.8538752,0.34895492,-0.8573086,-0.7191179,-0.4781078,-0.38198563,-0.7160153,0.15952371,-1.1350352,-0.8136092,-0.906935,0.80153084
-0.8276054,-0.6595485,-1.1953001,-1.1015946,-0.8391911,0.13951914,-0.9222276,-0.87612927,-0.48348773,-0.61800396,-0.796372,-0.27370012,-0.6173358,-0.56367606,-0.8898118,0.5070285
-0.4889494,-0.29972145,-1.2351464,-1.201152,-0.7610121,-0.07623511,-0.9681921,-1.0337785,-0.42847246,-0.7790106,-0.8303268,-0.66080725,-0.13016093,-0.29419637,-0.8214841,0.21617322
-0.17801751,0.06295102,-1.2909989,-1.2783638,-0.62594974,-0.29682904,-0.99082094,-1.1903841,-0.32050112,-0.86004937,-0.77574736,-0.9429331,0.30349606,-0.004985473,-0.6942828,-0.06455271
0.08372288,0.36848494,-1.3426527,-1.3283556,-0.457767,-0.5260153,-0.9863501,-1.3335141,-0.18222393,-0.86442685,-0.5992661,-1.0718529,0.668064,0.3008714,-0.5057217,-0.3323719
0.2922155,0.5625876,-1.3500463,-1.3294791,-0.28741804,-0.7687336,-0.95098424,-1.442433,-0.044123113,-0.8051952,-0.29664293,-1.0297965,0.9475732,0.60908246,-0.25796923,-0.5851734
0.45284852,0.60323393,-1.2720141,-1.2564193,-0.13799731,-1.0205228,-0.8795918,-1.4941299,0.06781687,-0.70212483,0.095873125,-0.8413664,1.1206142,0.89017606,0.041988634,-0.8149977
0.56834733,0.46804145,-1.0861273,-1.0981076,-0.014209799,-1.2570181,-0.76367295,-1.4672873,0.1423889,-0.5736355,0.5073834,-0.5712071,1.168761,1.1048903,0.37987852,-1.0029103
0.6346654,0.1671924,-0.79694027,-0.8660415,0.097686365,-1.433572,-0.59033436,-1.3429785,0.18609393,-0.42825252,0.8533809,-0.30660743,1.0943409,1.2172526,0.73096657,-1.1216986
0.6494096,-0.24358127,-0.43039486,-0.5869795,0.22083278,-1.499536,-0.34507626,-1.106859,0.21807384,-0.26236752,1.0623347,-0.12975372,0.93049026,1.2080243,1.0602672,-1.1482704
0.6260219,-0.6629828,-0.021191912,-0.2861994,0.3751607,-1.4209428,-0.019403698,-0.75668,0.2597859,-0.067294285,1.0972416,-0.089303784,0.73103946,1.0817956,1.3288786,-1.0793613
0.6014333,-0.9656611,0.39879245,0.026659336,0.56641597,-1.1983681,0.37938035,-0.31179443,0.32335255,0.15819262,0.9651402,-0.1833598,0.5450923,0.86555135,1.504785,-0.9393435
