AAL3_20,AAL3_21,AAL3_22,AAL3_23,AAL3_40,AAL3_41,AAL3_42,AAL3_43,AAL3_44,AAL3_45,AAL3_70,AAL3_71,AAL3_72,AAL3_73,AAL3_90,AAL3_91
-0.056905385,-0.6476802,0.38158923,0.31198227,0.4916055,0.18416095,-0.18688887,-0.7304186,0.37899172,0.12581275,-0.8813753,-1.6442503,0.235673,0.61688095,-0.09147381,-1.9074236
-0.16569139,-0.4905181,0.25411978,0.39520198,0.5605208,0.3681478,0.06874192,-0.44021043,0.678906,0.29448017,-0.9617542,-1.6446432,0.2860045,0.46214366,0.1828577,-1.4591266
-0.18779214,-0.2832149,0.12289039,0.4644965,0.6202767,0.54136235,0.32033128,-0.1627721,0.9005861,0.42647198,-1.0165794,-1.6165707,0.30105534,0.2772681,0.45051396,-0.9982863
-0.12493164,-0.051240567,-0.0014219914,0.4955628,0.6481736,0.6751928,0.52511907,0.068803936,0.9866915,0.49680534,-1.0248879,-1.5455681,0.28389922,0.072355054,0.6687307,-0.570153
0.004980445,0.16498244,-0.10339679,0.46498048,0.62619746,0.7442088,0.6361552,0.22196528,0.8932439,0.49224713,-0.96365374,-1.4179015,0.24595003,-0.13473041,0.79072154,-0.22855714
0.17111683,0.31853062,-0.1645362,0.36072612,0.5495496,0.73408234,0.61730844,0.27655125,0.61118233,0.42023134,-0.8150206,-1.225904,0.20688985,-0.31992579,0.7840692,-0.019154258
0.33834308,0.37130302,-0.16774553,0.19192703,0.43118197,0.6445986,0.460721,0.23521079,0.18037494,0.30949834,-0.57478875,-0.97256356,0.19034798,-0.45798355,0.65021026,0.042155664
0.4753077,0.30969507,-0.10404188,-0.009205979,0.29775646,0.4849303,0.19724323,0.1249842,-0.315726,0.19844332,-0.25720805,-0.6716935,0.215728,-0.52935797,0.4306736,-0.016219221
0.5565328,0.15198264,0.021268614,-0.19678086,0.17781231,0.26552218,-0.10841511,-0.012629769,-0.77614826,0.11622202,0.10750255,-0.3426484,0.289895,-0.525323,0.19096877,-0.12571825
0.5604339,-0.05693875,0.18695623,-0.3275262,0.08881078,-0.004720788,-0.37792635,-0.13723484,-1.1164131,0.06907652,0.48126045,-0.0032871438,0.40368968,-0.44859257,-0.0105697345,-0.202046
0.47083718,-0.2609609,0.361375,-0.37445897,0.030559579,-0.31189284,-0.5459359,-0.22057755,-1.292511,0.042132337,0.8262248,0.33329695,0.5354902,-0.31040463,-0.1490777,-0.17879501
0.28509825,-0.4116697,0.51349556,-0.33099,-0.011625307,-0.62650436,-0.5803379,-0.24701491,-1.3039551,0.016311143,1.1087948,0.6562763,0.65929586,-0.12772606,-0.23834944,-0.03347439
0.022082211,-0.4834158,0.6232385,-0.20611903,-0.05557338,-0.8987477,-0.48714584,-0.20597917,-1.1773903,-0.010504097,1.3004705,0.9522306,0.7520491,0.07699832,-0.3141333,0.20712528
-0.2797001,-0.4785014,0.6839659,-0.017311893,-0.10796176,-1.0659571,-0.29939497,-0.085512124,-0.9422765,-0.012347528,1.3796155,1.2033274,0.79629993,0.27478895,-0.40820402,0.48475903
