AAL3_20,AAL3_21,AAL3_22,AAL3_23,AAL3_40,AAL3_41,AAL3_42,AAL3_43,AAL3_44,AAL3_45,AAL3_70,AAL3_71,AAL3_72,AAL3_73,AAL3_90,AAL3_91
-0.6792623,-0.7996949,-1.0418018,-0.5914198,0.65931624,0.5993211,-0.8870045,-0.7399231,-0.14515202,0.7956148,-0.6662864,-0.80321306,0.08343466,-0.7602607,0.70445377,0.2698129
-0.7922275,-0.71994877,-1.2617452,-0.81658775,0.46638608,0.45332018,-0.6251172,-0.44732243,-0.055604834,0.8391546,-0.76745677,-0.8373875,0.27320114,-0.5333689,0.5773261,0.5598628
-0.8826798,-0.61829656,-1.4681714,-1.0357715,0.29737633,0.262289,-0.34289858,-0.18382983,0.085552275,0.8900411,-0.88447315,-0.8698394,0.44173947,-0.29353827,0.45456865,0.7612309
-0.93648714,-0.5139276,-1.6180656,-1.2234987,0.16543607,0.0604244,-0.060638744,0.040484075,0.2779414,0.9459303,-1.0056369,-0.89512813,0.57103133,-0.04827734,0.3697963,0.85703194
-0.9354402,-0.43431005,-1.6567403,-1.3504479,0.09049219,-0.10413334,0.19687222,0.21371478,0.5133488,1.0052582,-1.1076708,-0.90511143,0.643365,0.19056228,0.35663864,0.8353038
-0.85895354,-0.4062812,-1.5306083,-1.3888844,0.0910168,-0.18295826,0.40576062,0.32450727,0.76967674,1.0646578,-1.1537876,-0.8869453,0.6466381,0.40644574,0.43281752,0.6916848
-0.6890166,-0.4414963,-1.2076564,-1.319037,0.16927305,-0.1478054,0.55004203,0.3677787,1.0078031,1.1135813,-1.0982946,-0.82193524,0.57881916,0.57916135,0.58416104,0.43360353
-0.41821924,-0.52366555,-0.69699466,-1.1340209,0.29879305,-0.008062693,0.62640107,0.3502803,1.1773207,1.1294137,-0.9000378,-0.68780893,0.4486532,0.68803555,0.7596357,0.0850469
-0.05768743,-0.6072883,-0.0553826,-0.84168345,0.4258821,0.1856806,0.64285636,0.28967977,1.2325426,1.0788414,-0.541248,-0.4661036,0.27228162,0.71751785,0.88432544,-0.31237888
0.35997152,-0.6318313,0.62543434,-0.46341914,0.48858792,0.35568872,0.61095643,0.20497327,1.1511387,0.92853576,-0.042873483,-0.15306406,0.06880857,0.6638899,0.88624793,-0.7063465
0.78546613,-0.5455232,1.2447156,-0.031273223,0.44270524,0.42333722,0.5364315,0.10497847,0.9430958,0.6610217,0.5326229,0.23115072,-0.14205605,0.54042,0.72471696,-1.046728
1.163389,-0.3271697,1.7179286,0.4148191,0.27858862,0.33748108,0.41547108,-0.014687903,0.6435295,0.28642127,1.0941662,0.6409607,-0.34057814,0.37764186,0.40818295,-1.2963046
1.4436188,0.004148877,1.9891052,0.82819325,0.02006603,0.09483404,0.24005309,-0.16276723,0.2948161,-0.15707888,1.5460849,1.0143574,-0.5087141,0.21634105,-0.005521441,-1.4333073
1.5897615,0.39532104,2.0286796,1.1558119,-0.29029334,-0.25503385,0.008559891,-0.33872995,-0.0689259,-0.61346054,1.8136373,1.289712,-0.6342813,0.09390314,-0.4278944,-1.4490117
