AAL3_20,AAL3_21,AAL3_22,AAL3_23,AAL3_40,AAL3_41,AAL3_42,AAL3_43,AAL3_44,AAL3_45,AAL3_70,AAL3_71,AAL3_72,AAL3_73,AAL3_90,AAL3_91
-0.3473842,-0.11606324,-0.22649886,-0.44934842,0.32648024,-0.3157655,1.641092,0.9998309,0.33045396,0.0311535,0.80527556,0.65490204,0.8206173,0.4574387,0.2842719,0.3596514
-0.28709763,-0.1747491,-0.19054657,-0.4574476,0.31540963,-0.3385355,1.56355,0.95689344,0.39854527,-0.05901725,0.7569251,0.57987803,0.83696294,0.5039643,0.30759573,0.42978686
-0.22768605,-0.24388264,-0.13704203,-0.43736467,0.2939337,-0.36829817,1.4304065,0.9067623,0.45452374,-0.13238691,0.69608504,0.4976508,0.8586661,0.54997295,0.3216009,0.4983785
-0.1742177,-0.3202933,-0.06840802,-0.38094732,0.25508255,-0.40224203,1.2369796,0.83530766,0.4849452,-0.19235672,0.6259331,0.41224945,0.8853935,0.59315616,0.32180083,0.5581481
-0.13018873,-0.39617783,0.006808592,-0.28356603,0.19211967,-0.43129808,0.98687327,0.72882915,0.47395647,-0.24349727,0.55194575,0.32838657,0.9144751,0.63050383,0.30677438,0.5997845
-0.09669364,-0.4599106,0.07356846,-0.14922348,0.103719145,-0.43859962,0.6973321,0.58174837,0.41133225,-0.28652528,0.479288,0.24938923,0.9388326,0.6577584,0.28081217,0.61434597
-0.073486894,-0.49988344,0.11360611,0.0051932787,0.00032916962,-0.40189666,0.40178528,0.40373215,0.30366465,-0.3127019,0.40877652,0.17538625,0.9450905,0.66859055,0.25421926,0.5959495
-0.061834056,-0.5103401,0.11161829,0.15012076,-0.09288993,-0.30102682,0.14521459,0.22076848,0.18153578,-0.30227005,0.3339115,0.103434645,0.9134626,0.6539845,0.23957944,0.54286164
-0.066985436,-0.49589324,0.0608878,0.25020507,-0.14138933,-0.12769215,-0.02916626,0.06756273,0.09423812,-0.2303858,0.24180722,0.030056452,0.82063365,0.6023755,0.24499251,0.45609668
-0.09735373,-0.47119683,-0.03487532,0.27629182,-0.11478243,0.10810656,-0.09737435,-0.025366366,0.09023722,-0.07899852,0.118604355,-0.04547742,0.6451644,0.5005569,0.26809737,0.33690333
-0.15932642,-0.45469937,-0.16328388,0.21734676,-0.0015801343,0.37923494,-0.0668923,-0.0429603,0.19236834,0.15138546,-0.043079093,-0.11954094,0.3734725,0.33508188,0.29504925,0.18584901
-0.24989372,-0.45882094,-0.30597878,0.08625685,0.18458804,0.6496072,0.0247965,0.009767195,0.3828219,0.43627083,-0.2382385,-0.1851208,0.004759042,0.094716996,0.3062106,0.005054306
-0.35153848,-0.48127007,-0.4407532,-0.08396111,0.41179293,0.8845181,0.12657708,0.11013593,0.60868967,0.7308422,-0.44758865,-0.23419553,-0.4453295,-0.22448665,0.28647995,-0.19778575
-0.43352956,-0.50239235,-0.54387873,-0.2519617,0.6445955,1.0576774,0.19656129,0.22428621,0.8063646,0.9817037,-0.6404747,-0.2599292,-0.9423458,-0.6111606,0.23460953,-0.40736493
-0.4607484,-0.49093744,-0.5936801,-0.38158605,0.8556939,1.1527549,0.21792054,0.3146739,0.9306629,1.1429926,-0.782252,-0.25836936,-1.4337797,-1.031183,0.1649846,-0.60399544
-0.4068896,-0.4162569,-0.5748928,-0.4501805,1.0266299,1.1617001,0.19866572,0.3475473,0.9713033,1.1913071,-0.84477466,-0.23045325,-1.8558785,-1.4274986,0.09943278,-0.771425
-0.26590344,-0.26124746,-0.48253495,-0.4493492,1.1401191,1.0840802,0.15803882,0.3009723,0.94828093,1.1331501,-0.8169192,-0.18433385,-2.1472967,-1.731631,0.05405845,-0.9040559
-0.055994663,-0.029978065,-0.32446155,-0.3814525,1.1745135,0.929358,0.11148568,0.1728619,0.89210004,1.000621,-0.71040416,-0.13594483,-2.2653155,-1.8838568,0.030547554,-1.007907
0.18585044,0.2529667,-0.12171181,-0.25646827,1.1086433,0.7195726,0.06489297,-0.014559249,0.82364684,0.83663267,-0.55677265,-0.105091035,-2.1970475,-1.8522483,0.01782097,-1.0944039
0.41630805,0.5502925,0.095158964,-0.09016545,0.9347904,0.4877138,0.01865303,-0.2185605,0.7458293,0.6772587,-0.3956132,-0.107138515,-1.9601351,-1.6410222,0.0010534034,-1.1716413
0.59972197,0.82326424,0.29497325,0.09886688,0.66892654,0.26952654,-0.026699837,-0.38921645,0.64875734,0.5409074,-0.2597803,-0.14480029,-1.5937198,-1.2857406,-0.030528069,-1.2388425
0.7180264,1.0422885,0.4576556,0.29448712,0.34859046,0.09154478,-0.071084656,-0.48745263,0.5208666,0.4292234,-0.16592203,-0.20608778,-1.1458687,-0.8405853,-0.08277176,-1.286124
0.7731588,1.1934385,0.58255553,0.48771554,0.018222138,-0.038364958,-0.12146625,-0.4997132,0.35614148,0.33618405,-0.115199596,-0.27075955,-0.66409534,-0.36521515,-0.16067758,-1.2979951
0.7822362,1.2791035,0.687614,0.6769493,-0.2891929,-0.1325052,-0.19709156,-0.44315878,0.15280809,0.25675496,-0.10191562,-0.3213061,-0.19159539,0.084573895,-0.27104977,-1.2585099
0.769179,1.3132322,0.7990633,0.86329585,-0.563392,-0.21590737,-0.32615915,-0.36022803,-0.092737645,0.18900469,-0.12252992,-0.35118836,0.2329303,0.46258563,-0.4199257,-1.157183
0.75730664,1.3138744,0.93716866,1.0446682,-0.81518036,-0.31387928,-0.53309107,-0.30490905,-0.38773102,0.13103063,-0.1782067,-0.36548096,0.5759213,0.7363777,-0.60673946,-0.99453276
0.76486653,1.2963611,1.1049372,1.212434,-1.0631378,-0.4406516,-0.82235783,-0.32405183,-0.7343248,0.079184316,-0.26962277,-0.37471572,0.8124049,0.8906937,-0.8201093,-0.7845781
0.8018462,1.2690535,1.28387,1.351532,-1.3154361,-0.5937859,-1.1673812,-0.43803406,-1.1140695,0.032033544,-0.38866177,-0.38677838,0.93105584,0.9289921,-1.0384461,-0.55193883
