AAL3_20,AAL3_21,AAL3_22,AAL3_23,AAL3_40,AAL3_41,AAL3_42,AAL3_43,AAL3_44,AAL3_45,AAL3_70,AAL3_71,AAL3_72,AAL3_73,AAL3_90,AAL3_91
-0.5740616,0.24198848,-1.6030079,-1.7145902,-0.048748367,-0.29259405,0.6848633,1.3537651,-0.5838619,-0.10991065,-0.4549511,0.40896958,-0.23709382,-0.28484106,-0.49914524,1.7374479
-0.41553026,0.37446338,-1.2044616,-1.4259431,0.018723613,0.12907024,0.5597313,1.2694665,-0.67126095,0.19454014,-0.259098,0.3189028,-0.25291663,-0.098503575,-0.46455377,1.5964581
-0.1752525,0.5328834,-0.7704691,-1.0919399,0.14859566,0.51330125,0.42057544,1.1470163,-0.7262877,0.407557,-0.029859249,0.25879988,-0.24148558,0.06172967,-0.4254422,1.3166215
0.13656092,0.70617414,-0.31777912,-0.72108334,0.33527023,0.83314,0.28296798,0.9886322,-0.7352192,0.49753258,0.21578868,0.24128312,-0.21177314,0.16274284,-0.36701787,0.90727246
0.48527625,0.8717883,0.13133816,-0.3293018,0.5522478,1.0518707,0.16738164,0.79977834,-0.69465023,0.44228935,0.44973642,0.2718872,-0.17844148,0.17622904,-0.2676886,0.41595492
0.8111731,0.99639124,0.5522718,0.061437152,0.7506663,1.1278689,0.094130166,0.5883356,-0.61554396,0.24276064,0.6354503,0.34023303,-0.15590845,0.0941057,-0.10829317,-0.07350857
1.0416863,1.0428727,0.9207452,0.42547905,0.87080866,1.0296197,0.07658173,0.3644496,-0.51794034,-0.06435712,0.736366,0.41423398,-0.14907876,-0.05938782,0.1133535,-0.46534088
1.1151348,0.98291284,1.2126659,0.7350348,0.8654298,0.7571917,0.11588852,0.14170814,-0.4171311,-0.40536225,0.728348,0.44425577,-0.14584626,-0.22887039,0.37168372,-0.69134146
1.0046306,0.8093144,1.4021425,0.96082526,0.72292763,0.3572579,0.19964004,-0.062001918,-0.31200922,-0.6878244,0.6108435,0.37986454,-0.11753255,-0.3451514,0.61739427,-0.7414888
0.7281477,0.54053336,1.4627662,1.0747247,0.47566652,-0.08151162,0.30416963,-0.22694522,-0.18710114,-0.8339347,0.4105097,0.19281356,-0.029647442,-0.35036284,0.79821724,-0.66348535
0.33953685,0.21416919,1.3765664,1.0575364,0.18840095,-0.45414695,0.39911425,-0.33793548,-0.027375933,-0.81081915,0.17450388,-0.10618643,0.14061274,-0.21816179,0.8844351,-0.53254485
-0.09204766,-0.12648605,1.1481259,0.9104117,-0.06591338,-0.6743035,0.45403472,-0.39100128,0.1675515,-0.63911736,-0.04402274,-0.46671072,0.38785952,0.038354434,0.88181686,-0.41447103
-0.5013062,-0.4445061,0.8140711,0.66266423,-0.23107536,-0.7025881,0.44713214,-0.39518246,0.38141337,-0.37623498,-0.20192075,-0.8144274,0.67153835,0.37088937,0.8238292,-0.34456646
-0.83637613,-0.71382535,0.43822998,0.3680904,-0.2843344,-0.5575783,0.37341464,-0.36766517,0.5899075,-0.08824501,-0.27716568,-1.0755093,0.924208,0.7089272,0.75045264,-0.32733804
-1.0600221,-0.9164062,0.09174069,0.088675305,-0.24008098,-0.30646378,0.24718681,-0.32556,0.7690166,0.17086048,-0.27208123,-1.1992126,1.0740727,0.977688,0.68898964,-0.34760585
-1.1490253,-1.0374562,-0.17152695,-0.12612267,-0.13982527,-0.03911544,0.09569995,-0.27996442,0.89554507,0.36427107,-0.2097745,-1.1712528,1.0723698,1.1166158,0.64686126,-0.3831803
-1.0962055,-1.0640205,-0.33035034,-0.2528565,-0.033042833,0.16454786,-0.053337965,-0.23577103,0.94309264,0.4679185,-0.12676682,-1.0151912,0.91184163,1.093238,0.6146173,-0.41588035
-0.9135039,-0.98816377,-0.39553982,-0.2946637,0.041876167,0.26088908,-0.18317081,-0.19602887,0.8828088,0.46868214,-0.06373982,-0.782365,0.6267939,0.9086029,0.57140046,-0.44014424
-0.63137144,-0.812231,-0.39751545,-0.27290428,0.06817891,0.2528057,-0.29209387,-0.16634674,0.6942292,0.37166914,-0.054767214,-0.5335113,0.27615845,0.59382385,0.48906928,-0.4660268
