b'7Networks_LH_Default_Temp_1',b'7Networks_LH_Default_Temp_2',b'7Networks_LH_Default_Temp_3',b'7Networks_LH_Default_Temp_4',b'7Networks_LH_Default_Temp_5',b'7Networks_LH_Default_Temp_6',b'7Networks_LH_Default_Temp_7',b'7Networks_LH_Default_Temp_8',b'7Networks_LH_Default_Temp_9',b'7Networks_LH_Default_Temp_10',b'7Networks_LH_Default_Par_1',b'7Networks_LH_Default_Par_2',b'7Networks_LH_Default_Par_3',b'7Networks_LH_Default_Par_4',b'7Networks_LH_Default_Par_5',b'7Networks_LH_Default_Par_6',b'7Networks_LH_Default_Par_7',b'7Networks_LH_Default_PFC_1',b'7Networks_LH_Default_PFC_2',b'7Networks_LH_Default_PFC_3',b'7Networks_LH_Default_PFC_4',b'7Networks_LH_Default_PFC_5',b'7Networks_LH_Default_PFC_6',b'7Networks_LH_Default_PFC_7',b'7Networks_LH_Default_PFC_8',b'7Networks_LH_Default_PFC_9',b'7Networks_LH_Default_PFC_10',b'7Networks_LH_Default_PFC_11',b'7Networks_LH_Default_PFC_12',b'7Networks_LH_Default_PFC_13',b'7Networks_LH_Default_PFC_14',b'7Networks_LH_Default_PFC_15',b'7Networks_LH_Default_PFC_16',b'7Networks_LH_Default_PFC_17',b'7Networks_LH_Default_PFC_18',b'7Networks_LH_Default_PFC_19',b'7Networks_LH_Default_PFC_20',b'7Networks_LH_Default_PFC_21',b'7Networks_LH_Default_PFC_22',b'7Networks_LH_Default_PFC_23',b'7Networks_LH_Default_PFC_24',b'7Networks_LH_Default_pCunPCC_1',b'7Networks_LH_Default_pCunPCC_2',b'7Networks_LH_Default_pCunPCC_3',b'7Networks_LH_Default_pCunPCC_4',b'7Networks_LH_Default_pCunPCC_5',b'7Networks_LH_Default_pCunPCC_6',b'7Networks_LH_Default_pCunPCC_7',b'7Networks_LH_Default_pCunPCC_8',b'7Networks_LH_Default_pCunPCC_9',b'7Networks_LH_Default_pCunPCC_10',b'7Networks_LH_Default_pCunPCC_11',b'7Networks_RH_Default_Par_1',b'7Networks_RH_Default_Par_2',b'7Networks_RH_Default_Par_3',b'7Networks_RH_Default_Par_4',b'7Networks_RH_Default_Par_5',b'7Networks_RH_Default_Temp_1',b'7Networks_RH_Default_Temp_2',b'7Networks_RH_Default_Temp_3',b'7Networks_RH_Default_Temp_4',b'7Networks_RH_Default_Temp_5',b'7Networks_RH_Default_Temp_6',b'7Networks_RH_Default_Temp_7',b'7Networks_RH_Default_Temp_8',b'7Networks_RH_Default_PFCv_1',b'7Networks_RH_Default_PFCv_2',b'7Networks_RH_Default_PFCv_3',b'7Networks_RH_Default_PFCv_4',b'7Networks_RH_Default_PFCdPFCm_1',b'7Networks_RH_Default_PFCdPFCm_2',b'7Networks_RH_Default_PFCdPFCm_3',b'7Networks_RH_Default_PFCdPFCm_4',b'7Networks_RH_Default_PFCdPFCm_5',b'7Networks_RH_Default_PFCdPFCm_6',b'7Networks_RH_Default_PFCdPFCm_7',b'7Networks_RH_Default_PFCdPFCm_8',b'7Networks_RH_Default_PFCdPFCm_9',b'7Networks_RH_Default_PFCdPFCm_10',b'7Networks_RH_Default_PFCdPFCm_11',b'7Networks_RH_Default_PFCdPFCm_12',b'7Networks_RH_Default_PFCdPFCm_13',b'7Networks_RH_Default_pCunPCC_1',b'7Networks_RH_Default_pCunPCC_2',b'7Networks_RH_Default_pCunPCC_3',b'7Networks_RH_Default_pCunPCC_4',b'7Networks_RH_Default_pCunPCC_5',b'7Networks_RH_Default_pCunPCC_6',b'7Networks_RH_Default_pCunPCC_7',b'7Networks_RH_Default_pCunPCC_8',b'7Networks_RH_Default_pCunPCC_9'
2.0396042,1.0603298,-1.0088366,2.4313025,1.4934279,2.3105347,1.1063627,2.721447,2.2918613,3.01178,2.6362352,1.2256787,-0.7221903,0.29418898,0.33673152,-0.7312629,-0.023397695,-0.6036999,0.9253751,0.121372186,0.59691715,1.3479012,-1.2133762,2.3629951,0.58639264,0.2530831,1.6312509,0.72968376,-0.35436797,0.002600786,1.5443107,1.0244985,0.17810482,0.6143431,-0.4052991,0.8697523,0.26158866,0.0038326702,0.6185316,0.05976627,-1.5289326,1.0958343,0.42812276,0.41384125,0.6294512,-0.25029197,-0.2675599,0.45986873,1.8757844,2.1991103,-1.2800002,0.91992825,-0.5103093,-1.4315165,-1.103134,-1.1834493,-1.6552324,1.11573,-0.647754,-1.7266164,0.39730152,1.0202304,-1.1824646,0.044727776,-0.70966744,-1.7325503,-0.27207246,-0.109618545,-1.7230937,0.24722779,-0.59492683,-0.40519625,0.41985777,-0.7687477,-0.058374487,0.5782478,-0.24360578,-0.057469897,-1.4035273,-0.9866796,-0.49313587,0.23686403,0.18287106,-0.21382746,-1.2196587,-0.12279968,-0.51967496,-0.88869894,3.212033,-0.7990035,0.64470404
1.87085,0.68621284,-1.117271,2.1590579,1.5712293,1.8508052,0.98319745,2.53822,2.272691,2.6848953,2.3538182,0.7639413,-0.9327166,0.0315869,0.20283158,-0.93735915,-0.091580495,-0.53915304,0.8702708,0.16612478,0.5198845,1.2198384,-1.2174052,2.0454018,0.47367793,0.20469482,1.4135259,0.6190513,-0.4612914,0.0067888284,1.4205955,1.038285,0.29792488,0.68139064,-0.22189309,0.8549092,0.6235,0.3005949,1.1164377,0.19972798,-1.0722803,0.5822835,-0.06777785,-0.060974304,0.22259681,-0.59434986,-0.5327636,0.044868566,1.7137043,2.3030674,-1.4991963,0.8666661,-0.45981786,-1.5015963,-1.0626281,-0.9892559,-1.4698175,1.0346562,-0.7091964,-1.1980854,0.45144293,0.9346842,-1.109303,0.046258066,-0.5597031,-1.2344788,-0.1625045,-0.02513473,-1.4296056,0.21303783,-0.41216034,-0.25704664,0.3587475,-0.58130765,0.0836826,0.61374474,-0.15463103,0.13320643,-1.3617893,-0.8281795,-0.6095313,0.20178798,-0.2843268,-0.4571724,-1.3832744,-0.4326091,-0.7449278,-0.7445695,3.1306593,-0.7527069,0.80752724
1.6702527,0.28416717,-1.232411,1.8271066,1.6270255,1.290981,0.77977896,2.291519,2.1848395,2.2621963,2.0505183,0.3114285,-1.1284112,-0.23944628,0.09351832,-1.1235658,-0.13494705,-0.45902357,0.84403527,0.19491416,0.4263621,1.0710108,-1.218549,1.6976504,0.33854598,0.14745127,1.1853347,0.4787517,-0.56701225,-0.0017526423,1.281412,1.0579224,0.4501627,0.78165084,-0.014838882,0.85632056,1.0405279,0.74347866,1.6946971,0.40879935,-0.51141435,0.025374522,-0.57429427,-0.5661915,-0.22988752,-0.937869,-0.8060913,-0.37010112,1.4535768,2.3208852,-1.7000432,0.7700625,-0.4193605,-1.5555398,-1.0268675,-0.7879039,-1.2530693,0.9461169,-0.7647473,-0.6454846,0.48782137,0.8329849,-0.98571366,0.06254151,-0.3927845,-0.7448428,-0.048057463,0.033572324,-1.1246266,0.16565375,-0.24439521,-0.11311204,0.26798633,-0.36864412,0.16928244,0.63279605,-0.055411406,0.29912308,-1.2995001,-0.6512763,-0.7224743,0.18955494,-0.7355851,-0.6824626,-1.5048212,-0.7457612,-0.97540146,-0.57672167,2.9142442,-0.6627601,0.99156594
1.4322753,-0.11240224,-1.3391005,1.4423194,1.6303877,0.6554656,0.49024355,1.9690596,1.9970194,1.7356784,1.7132215,-0.088054694,-1.2714111,-0.4818322,0.020938437,-1.2526867,-0.1429145,-0.36539942,0.8453176,0.21080062,0.32287088,0.89245456,-1.1945837,1.3337077,0.19672027,0.08948408,0.96082324,0.31950715,-0.64713794,-0.015780738,1.1273761,1.0763421,0.6290019,0.9099095,0.20805885,0.8712358,1.4669652,1.300226,2.2917702,0.6690373,0.11920898,-0.5132698,-1.0268059,-1.0392218,-0.6611207,-1.2341958,-1.0500867,-0.7305088,1.087677,2.2124665,-1.8432996,0.61827683,-0.41133913,-1.5679935,-0.9951753,-0.59642065,-1.0053864,0.8333176,-0.8095968,-0.12585251,0.4899169,0.7101219,-0.8141493,0.08151979,-0.23332083,-0.30253077,0.06396337,0.05682036,-0.82062936,0.10946615,-0.09779696,0.020462276,0.16122374,-0.13953598,0.19314931,0.6322037,0.051251918,0.42517066,-1.2028692,-0.46353564,-0.81172895,0.19040614,-1.1049172,-0.8545837,-1.548966,-1.0141453,-1.1708672,-0.3895104,2.5218363,-0.53505945,1.1562232
1.1542747,-0.4581649,-1.4106138,1.0215435,1.5455247,-0.0070748976,0.12634139,1.5654894,1.6813,1.1114683,1.3216289,-0.3882268,-1.3185883,-0.65096676,-0.007854464,-1.2805191,-0.10726181,-0.26329213,0.86187655,0.22100781,0.21794353,0.67763734,-1.1139566,0.97207993,0.06789901,0.039716963,0.7524883,0.15826516,-0.67412186,-0.02472647,0.9552997,1.0778824,0.8164449,1.0477586,0.430081,0.8884817,1.8333266,1.8862768,2.8048568,0.9355207,0.74975574,-0.9536476,-1.3498553,-1.4021962,-0.9954831,-1.4282529,-1.216726,-0.9763024,0.63509417,1.9567624,-1.8814228,0.41487396,-0.45403722,-1.5070868,-0.9589472,-0.42952168,-0.72627616,0.6790257,-0.8356876,0.29567352,0.4392187,0.55981594,-0.6099889,0.08223964,-0.11499642,0.05399871,0.16733275,0.040186603,-0.52993006,0.05083395,0.025448166,0.13557039,0.056610722,0.084803976,0.15310623,0.6059538,0.15598235,0.5003591,-1.0577883,-0.2775864,-0.85522264,0.18420598,-1.3221325,-0.9345018,-1.4781302,-1.1805954,-1.281847,-0.18588543,1.9400626,-0.3782089,1.2500762
0.840352,-0.70701057,-1.4126238,0.5904845,1.3444993,-0.62963074,-0.27782184,1.0880175,1.2255276,0.41703847,0.8594143,-0.5566148,-1.2360845,-0.7107983,0.003847902,-1.1700404,-0.02811246,-0.15736444,0.8708549,0.23456733,0.11838651,0.42941442,-0.94269335,0.6313566,-0.03205114,0.0028890523,0.5637264,0.014057733,-0.6303665,-0.019919757,0.7538932,1.0356858,0.9797337,1.1595454,0.6257305,0.88649696,2.0592804,2.3717535,3.108765,1.1402141,1.2851373,-1.222503,-1.4835329,-1.5879463,-1.1856481,-1.4729445,-1.2600741,-1.0652578,0.14411943,1.5688906,-1.7703398,0.18498455,-0.5483544,-1.3429006,-0.9001283,-0.29104286,-0.41417375,0.47442797,-0.82964224,0.57000387,0.32403955,0.37699533,-0.39963698,0.03856521,-0.070073314,0.30206805,0.26030108,-0.009760854,-0.25997588,-0.0048258295,0.12733461,0.22110827,-0.032439552,0.26878607,0.047996383,0.5429141,0.23944312,0.52003896,-0.8578257,-0.11208477,-0.84085083,0.14417154,-1.339722,-0.89244497,-1.2652913,-1.1987549,-1.2647921,0.033606756,1.200977,-0.19912131,1.2257943
0.5036379,-0.8287347,-1.3141838,0.17807345,1.0231297,-1.1434047,-0.67015475,0.5590623,0.64632356,-0.2959633,0.33095217,-0.5915001,-1.0152884,-0.6522652,0.04040043,-0.9091529,0.0812431,-0.04834894,0.84544736,0.25732857,0.024918128,0.16576749,-0.65629196,0.32485074,-0.09946288,-0.025545057,0.38444468,-0.09820004,-0.52322555,-0.0016717697,0.5040068,0.9149025,1.0759062,1.1952537,0.7646332,0.8360567,2.0764456,2.615615,3.0961947,1.2105001,1.6330415,-1.2857221,-1.4120762,-1.5703136,-1.2448272,-1.3474962,-1.1528921,-0.99500924,-0.32014188,1.1042361,-1.4846528,-0.029163344,-0.6672858,-1.0590172,-0.79425895,-0.16772135,-0.0690108,0.22648254,-0.77407503,0.6874477,0.14919892,0.16109437,-0.21344689,-0.0720715,-0.11385032,0.44634932,0.34660196,-0.07325714,-0.0104684355,-0.056974795,0.2122175,0.26261157,-0.107246995,0.36847097,-0.1222568,0.42766726,0.27330545,0.48432538,-0.61235136,0.008595199,-0.7778806,0.047016256,-1.1582398,-0.7229714,-0.9086492,-1.0561173,-1.100042,0.26769662,0.3832611,-0.0006014138,1.0589033
0.16481076,-0.8221742,-1.1013432,-0.19130175,0.6092776,-1.4981233,-0.99482495,0.013383973,-0.005198293,-0.95756,-0.22739209,-0.527867,-0.6793592,-0.5008746,0.07802407,-0.5211029,0.19573565,0.06716975,0.76611155,0.28691795,-0.06933238,-0.08090937,-0.25176558,0.057544407,-0.1452472,-0.06030105,0.19535796,-0.17238885,-0.38988757,0.016999364,0.18787327,0.6849542,1.0653471,1.1040089,0.81830436,0.70927656,1.8507138,2.5162,2.7219188,1.0968131,1.7377539,-1.1669732,-1.1737678,-1.3777416,-1.2413373,-1.0658047,-0.89779574,-0.8058687,-0.6976095,0.641543,-1.0285087,-0.18403776,-0.75820124,-0.66112185,-0.6186441,-0.031901535,0.3020227,-0.042533863,-0.6552424,0.68233675,-0.0610437,-0.081822366,-0.07704224,-0.25782505,-0.23328815,0.51590216,0.43167326,-0.12218914,0.22429149,-0.11186074,0.2838563,0.24455486,-0.18612815,0.34718978,-0.3514528,0.24690881,0.22875178,0.39352196,-0.34808207,0.05805505,-0.697476,-0.11439359,-0.83077216,-0.45287737,-0.43978783,-0.7849105,-0.8010365,0.507545,-0.40873495,0.21530722,0.76004624
-0.1527668,-0.7151671,-0.7850449,-0.5026622,0.15602463,-1.6750282,-1.2101551,-0.50971323,-0.6519847,-1.4955276,-0.75285834,-0.4248316,-0.27409282,-0.3048077,0.094164774,-0.05889144,0.28812492,0.19228931,0.6299873,0.3113238,-0.17523439,-0.27274767,0.24607828,-0.17242765,-0.18813919,-0.120568335,-0.019139094,-0.21151248,-0.28323212,0.014577598,-0.19512701,0.33752367,0.92955047,0.85563934,0.76725143,0.49262887,1.3932781,2.0525227,2.025065,0.79516906,1.5998077,-0.9358485,-0.84051496,-1.0768548,-1.2465346,-0.6682969,-0.52567357,-0.5581849,-0.9501388,0.251687,-0.4361158,-0.25234526,-0.7618863,-0.17772041,-0.36269435,0.14481725,0.67837965,-0.30444127,-0.47471917,0.6124858,-0.27124587,-0.33924994,-0.005059071,-0.5049982,-0.38876745,0.54578876,0.5156818,-0.13054329,0.44836485,-0.17974493,0.3429508,0.1561025,-0.29439497,0.19462083,-0.61942554,-0.0004648948,0.090571105,0.24548265,-0.100210465,0.016619902,-0.6372504,-0.32334885,-0.4390497,-0.1352045,0.08102622,-0.45021188,-0.4074819,0.7314733,-1.0768502,0.43988615,0.37313172
-0.42854214,-0.5503763,-0.39802715,-0.74948615,-0.27697685,-1.6870891,-1.3014013,-0.9756351,-1.2136933,-1.8581077,-1.178872,-0.33956218,0.15078904,-0.11001711,0.07660863,0.4138593,0.34213346,0.32443142,0.45262107,0.31271288,-0.3008847,-0.37910745,0.78690314,-0.36843783,-0.2435397,-0.22049038,-0.25729305,-0.22436106,-0.24429542,-0.02801111,-0.61676365,-0.10032263,0.68324023,0.46052665,0.6065114,0.19779082,0.75885534,1.2956212,1.1169844,0.35238338,1.271396,-0.67131525,-0.4799075,-0.7365208,-1.2727513,-0.20413178,-0.08347055,-0.30014762,-1.0645292,-0.030107189,0.23684031,-0.2302823,-0.6399597,0.34640574,-0.035448752,0.37347737,1.024905,-0.5370348,-0.25668085,0.52822614,-0.44965544,-0.59391195,0.002251194,-0.77837116,-0.52933997,0.5565581,0.58903795,-0.08413456,0.6582355,-0.26836365,0.38652495,-0.0019657048,-0.4477213,-0.06220349,-0.890063,-0.2959187,-0.1309697,0.039673943,0.10261738,-0.116909094,-0.61809593,-0.5419652,-0.05668983,0.16877607,0.5810371,-0.1211659,0.032117087,0.90726393,-1.5535384,0.65356505,-0.038841523
