AAL3_20,AAL3_21,AAL3_22,AAL3_23,AAL3_40,AAL3_41,AAL3_42,AAL3_43,AAL3_44,AAL3_45,AAL3_70,AAL3_71,AAL3_72,AAL3_73,AAL3_90,AAL3_91
1.4231147,1.2834637,0.23821211,0.2672734,-1.834379,-0.25150684,-1.3677595,-1.5057036,-0.09302707,0.23657885,0.121109664,-0.11602761,0.42858043,0.84792143,-0.82435566,-0.033007406
1.2391256,1.1573513,0.007082085,0.094791986,-1.9079707,-0.48049313,-1.6912754,-1.6074775,-0.36872274,0.0956987,-0.07190205,-0.21415968,0.68906647,0.8226069,-0.84290546,0.05069474
0.9920722,0.9927494,-0.19250748,-0.060127314,-1.9681724,-0.70774674,-1.9496664,-1.6854665,-0.64246094,-0.07988677,-0.20289919,-0.25103477,0.9247477,0.76777375,-0.858905,0.22884993
0.6992024,0.80117846,-0.3359016,-0.17243278,-1.998641,-0.92888165,-2.1145623,-1.7399515,-0.8943706,-0.28912625,-0.23734432,-0.19759317,1.0976429,0.6697406,-0.85924125,0.50436944
0.39334595,0.60016096,-0.40458342,-0.22277449,-1.9781337,-1.1306137,-2.1627622,-1.7679137,-1.0998783,-0.52107036,-0.15069868,-0.032519974,1.1707883,0.52377164,-0.82711893,0.85967356
0.11495105,0.40628147,-0.39531645,-0.20908973,-1.880637,-1.2836131,-2.0802927,-1.7541822,-1.2325135,-0.75020057,0.05807565,0.24640974,1.1235454,0.34432977,-0.7454915,1.2504685
-0.10454521,0.2255333,-0.32396737,-0.15231721,-1.6772197,-1.3422476,-1.8618366,-1.6662799,-1.2673618,-0.93705374,0.3590355,0.6146552,0.9644363,0.16890769,-0.60135245,1.6066742
-0.25977337,0.047515023,-0.21900351,-0.0886009,-1.3425337,-1.2589091,-1.5067552,-1.462948,-1.1851927,-1.0387924,0.6966425,1.0225595,0.73058534,0.046734825,-0.38897455,1.8437682
-0.3762041,-0.15007755,-0.10774552,-0.050409634,-0.86772424,-1.0106703,-1.018675,-1.1178977,-0.97875905,-1.0279659,1.006253,1.406363,0.47044444,0.013405573,-0.11122977,1.8837523
-0.49641937,-0.38692385,-0.006202972,-0.05055144,-0.27564245,-0.6222075,-0.41445372,-0.6445173,-0.66144925,-0.9084694,1.2312692,1.7023184,0.22036532,0.06683682,0.2204434,1.6803913
-0.6553699,-0.6639881,0.0789822,-0.082228,0.3723464,-0.1662289,0.26217616,-0.101137206,-0.27319965,-0.7153555,1.3314931,1.8573526,-0.008373647,0.16359599,0.58717614,1.2400883
-0.8607258,-0.9566608,0.13942271,-0.13373987,0.9879261,0.26304638,0.9366458,0.43000683,0.12500042,-0.49528998,1.282804,1.8350005,-0.22438881,0.24039382,0.96573424,0.6290869
-1.0904446,-1.2223401,0.15653893,-0.20302285,1.4847543,0.58849263,1.5199207,0.87589693,0.47119993,-0.28009927,1.0758051,1.6195159,-0.43995622,0.24539043,1.3332816,-0.038706616
-1.3069602,-1.418387,0.10507298,-0.2984915,1.8100314,0.77827847,1.9396487,1.1959367,0.72757953,-0.07286175,0.7193309,1.2201035,-0.6574588,0.15707028,1.670808,-0.63135886
