AAL3_20,AAL3_21,AAL3_22,AAL3_23,AAL3_40,AAL3_41,AAL3_42,AAL3_43,AAL3_44,AAL3_45,AAL3_70,AAL3_71,AAL3_72,AAL3_73,AAL3_90,AAL3_91
1.1090472,0.9384089,0.81966335,0.33696392,-1.5633749,-0.33161223,-0.1636245,0.4004962,-0.32797733,-0.36669225,-0.28875062,-0.3551377,1.1376288,1.4466972,-2.3914418,-2.416239
0.96903354,0.81921685,0.6714671,0.2296919,-1.2800646,-0.30112165,-0.18382491,0.22092696,-0.2024313,-0.2215524,-0.44770616,-0.5551631,0.9187073,1.1887879,-1.8754604,-2.2150593
0.79535294,0.63853437,0.51276565,0.11388766,-0.9896764,-0.26985288,-0.20113513,0.041049838,-0.10819049,-0.04610111,-0.6032845,-0.7619765,0.71725625,0.9391103,-1.2873125,-1.9300495
0.5999957,0.4071803,0.36516172,0.006836146,-0.706103,-0.2322109,-0.19880705,-0.11567068,-0.050448693,0.14621708,-0.7323994,-0.9426486,0.5557197,0.71713173,-0.6703559,-1.5508893
0.39966905,0.14826083,0.2552407,-0.06846232,-0.44178775,-0.1734013,-0.15099803,-0.21426277,-0.022019025,0.3320843,-0.8054289,-1.0522387,0.4529772,0.5405194,-0.09417055,-1.083009
0.20916837,-0.10781667,0.20418335,-0.09041022,-0.20652048,-0.07397899,-0.030444127,-0.21770279,-0.0009222125,0.48231098,-0.79193264,-1.0427814,0.4152601,0.41794607,0.35980785,-0.55435514
0.03363575,-0.3342776,0.21488512,-0.049077284,-0.009313722,0.077614024,0.17647032,-0.10460629,0.043351162,0.5712593,-0.6691646,-0.87876683,0.4301587,0.34349772,0.62625885,-0.0154156005
-0.13433465,-0.519785,0.26521817,0.046038218,0.13873498,0.27095222,0.45463032,0.113922745,0.13469152,0.588075,-0.42972958,-0.5532253,0.46953025,0.29709503,0.6846184,0.4702453
-0.30880144,-0.6731137,0.31462172,0.16666181,0.22561525,0.46984512,0.7564945,0.39125067,0.27372405,0.5423641,-0.08469485,-0.095927514,0.50150305,0.25191772,0.5699261,0.8422218
-0.4986051,-0.8159278,0.322133,0.2757054,0.2457822,0.6253042,1.0150108,0.6608695,0.43036187,0.45852566,0.338382,0.4313772,0.50398546,0.18460672,0.3576763,1.0596879
-0.69744575,-0.96638477,0.26529548,0.34146678,0.20860888,0.698403,1.1663597,0.8614885,0.5514273,0.36072665,0.7999018,0.9508573,0.4703088,0.0822816,0.13259926,1.1123528
-0.8823306,-1.122252,0.14930126,0.34924668,0.13946296,0.67829865,1.1699628,0.95620036,0.58066607,0.25879994,1.2525498,1.3887281,0.40412027,-0.056331493,-0.039704222,1.0234683
-1.0208668,-1.2530739,0.002985592,0.30595773,0.070570186,0.58531165,1.0182498,0.93735653,0.48249793,0.14621451,1.6452115,1.6917998,0.30894077,-0.22403862,-0.12544252,0.84407914
-1.0829021,-1.3067917,-0.1345043,0.23644178,0.027890183,0.45957384,0.7368778,0.8200381,0.25934756,0.01214949,1.9277059,1.834962,0.18069585,-0.40945032,-0.11932337,0.63860667
-1.0508676,-1.2291788,-0.22987813,0.172622,0.023314783,0.34247532,0.37856546,0.63174653,-0.045352098,-0.14248444,2.0569873,1.8184195,0.00801323,-0.6004184,-0.033115536,0.46497974
-0.92521715,-0.9878269,-0.26896787,0.13914849,0.0559423,0.25854346,0.010839344,0.40274078,-0.36078724,-0.29911613,2.0040112,1.6583067,-0.22063415,-0.7860494,0.11573203,0.35728067
-0.7244587,-0.5897674,-0.26276153,0.14169654,0.11837091,0.20366453,-0.30267492,0.15722154,-0.61360455,-0.430877,1.7598039,1.377302,-0.5074748,-0.9571337,0.3112183,0.3199398
-0.48132297,-0.08472814,-0.24351451,0.16411963,0.20160134,0.14453846,-0.5225437,-0.09395289,-0.7525008,-0.5189627,1.3395574,1.0007502,-0.8385944,-1.105187,0.54087377,0.3361139
-0.23678075,0.44722247,-0.25144994,0.17651555,0.29604802,0.031911377,-0.64492744,-0.35503757,-0.7611423,-0.56216055,0.783873,0.5589967,-1.1830096,-1.2213304,0.7932435,0.38306254
-0.032727133,0.9180584,-0.3171093,0.15001436,0.3907699,-0.17587478,-0.6960042,-0.63782877,-0.65504277,-0.5725467,0.15601261,0.09155177,-1.4984732,-1.2968755,1.052024,0.44328418
0.09631338,1.2552326,-0.44729295,0.070403896,0.47375014,-0.48940438,-0.712078,-0.9467545,-0.4675669,-0.56236476,-0.46609688,-0.35279056,-1.7418655,-1.3262537,1.2899923,0.5059938
0.13172652,1.4185177,-0.6208313,-0.055731013,0.53391576,-0.8768776,-0.7179438,-1.2651767,-0.2353389,-0.53367794,-1.0032578,-0.72277427,-1.8796947,-1.3103825,1.4675431,0.56269395
0.07820433,1.4069895,-0.7949804,-0.20368096,0.56415445,-1.2709776,-0.7160802,-1.5520923,0.009555799,-0.47911483,-1.3913809,-0.97638386,-1.8944836,-1.257331,1.539606,0.60352796
-0.03210239,1.2569045,-0.9183138,-0.3391214,0.5648144,-1.5903555,-0.6899717,-1.7521701,0.24089386,-0.39266178,-1.5957276,-1.0919067,-1.7860783,-1.1789478,1.4704524,0.6165521
-0.14172669,1.032452,-0.94488555,-0.4283148,0.5470858,-1.7657213,-0.61549413,-1.8141276,0.43880945,-0.28146625,-1.617254,-1.0728446,-1.5703223,-1.0855525,1.2507991,0.58759445
-0.17943086,0.8106854,-0.8462641,-0.44703662,0.5342985,-1.7598726,-0.47226262,-1.7084839,0.5935808,-0.16860615,-1.4881434,-0.9444316,-1.2775338,-0.98259336,0.9089109,0.49966782
