AAL3_20,AAL3_21,AAL3_22,AAL3_23,AAL3_40,AAL3_41,AAL3_42,AAL3_43,AAL3_44,AAL3_45,AAL3_70,AAL3_71,AAL3_72,AAL3_73,AAL3_90,AAL3_91
-0.20833248,-0.26234552,1.2262229,0.8385302,-0.08649072,-0.43028137,0.7507858,-0.39510915,1.5342094,-0.63884974,-0.4144936,-1.0921105,1.5615877,1.9583614,-2.000709,-0.35673144
-0.14031227,-0.10844035,1.2715799,0.9978156,-0.06603781,-0.5026312,0.6749632,-0.26950145,1.2641141,-0.61147296,-0.1712093,-0.7731844,1.265415,1.5914373,-1.7599785,-0.39090532
-0.093289554,0.044402316,1.2590424,1.1391636,-0.020417284,-0.56136465,0.5906386,-0.15608762,0.9484718,-0.5915504,0.12838802,-0.38134497,0.9140019,1.1592792,-1.45677,-0.39229816
-0.07078573,0.18311943,1.1683714,1.2398481,0.056089796,-0.5870813,0.5050022,-0.057470765,0.6071004,-0.57905954,0.47183272,0.071887024,0.5214543,0.6745158,-1.1008192,-0.3511217
-0.07144508,0.29408473,0.9893555,1.2771194,0.17422707,-0.5528455,0.43452772,0.029966176,0.2802595,-0.5663067,0.8328225,0.558052,0.114447325,0.16247638,-0.7113716,-0.26535422
-0.08795468,0.36778495,0.7286204,1.2344867,0.34948206,-0.43145362,0.40075088,0.11534038,0.02306081,-0.5340167,1.1734666,1.0322964,-0.27061564,-0.34187728,-0.31449792,-0.14747502
-0.10879232,0.40270907,0.40989202,1.1064259,0.5945098,-0.20988616,0.41677704,0.20649713,-0.11244165,-0.45275697,1.4516554,1.4411715,-0.5960774,-0.8014259,0.062328115,-0.027456505
-0.12254755,0.40506133,0.0653722,0.89823276,0.9030682,0.094996266,0.46907368,0.29928046,-0.102062784,-0.2938287,1.6305472,1.736208,-0.83419913,-1.1844158,0.3954956,0.05302522
-0.12232767,0.38336644,-0.27664477,0.6216352,1.2329795,0.4309346,0.5073564,0.37086204,0.03189034,-0.047740437,1.6858374,1.8875427,-0.97505593,-1.4668632,0.6675618,0.056173217
-0.10767107,0.3414338,-0.59830505,0.29115,1.5027002,0.7233284,0.45522702,0.38564733,0.22014506,0.2599952,1.6094621,1.8913888,-1.0268153,-1.629937,0.86701703,-0.032462936
-0.08357299,0.27533382,-0.88794726,-0.0743914,1.6123477,0.9035242,0.24279572,0.31448022,0.3664298,0.56881654,1.4117184,1.7685955,-1.0093944,-1.6588972,0.98866165,-0.19136697
-0.0575579,0.17785457,-1.130051,-0.4464589,1.485114,0.93755156,-0.15261497,0.15714407,0.37993944,0.80410814,1.1223927,1.5554745,-0.9464386,-1.5498931,1.0364095,-0.36702392
-0.034871783,0.049007256,-1.2997096,-0.7840406,1.1091635,0.83856523,-0.68020153,-0.04711139,0.20727634,0.9099117,0.78716815,1.2904341,-0.8601553,-1.3228209,1.0263782,-0.49685204
-0.012060616,-0.09373368,-1.3681781,-1.0394417,0.55527157,0.65530753,-1.2224683,-0.2315459,-0.14858735,0.87347347,0.4553267,1.0014259,-0.77029836,-1.0297437,0.9862823,-0.5417438
