Edge_0,Edge_1,Edge_2,Edge_3,Edge_4,Edge_5,Edge_6,Edge_7,Edge_8,Edge_9,Edge_10,Edge_11,Edge_12,Edge_13,Edge_14,Edge_15,Edge_16,Edge_17,Edge_18,Edge_19
0.13967945834555773,0.22304170569505333,0.07557428645992814,0.17083217743711998,0.02565243711910163,0.23869327000444374,0.1771448471356115,-0.18203536053484165,0.07562308643655599,0.1362281996305801,-0.26753171328066117,0.003999845308960123,-0.06184614500402358,0.11471316684072952,0.04111994169076601,0.2841016847049902,,0.16647785343572036,0.052809703701644034,0.21397177239274562
0.07862060156475159,-0.0894874666817462,-0.0025535407451534597,-0.3333469961756387,0.041903092041721574,-0.020842707531253002,-0.18384797180461268,-0.09046916025658006,-0.07911711211356214,0.06521889508334582,0.3015109017361623,0.24298115226633374,0.27043805694651274,0.1694381937068614,0.27831399599870765,-0.039791444732716286,,0.09728046812928645,0.3579657502872204,0.3928381744024334
0.07751097968915643,0.21454445009324385,0.04022266759919535,0.022517900808563418,-0.01202120850703433,0.06529563979785316,0.09492959191556924,0.028282406813056583,0.10319066563913198,-0.11272469690889884,-0.33924232685172195,-0.15986459315348908,-0.3065640879045478,-0.02020589030450238,-0.18443487287509067,0.2002385222088262,,0.09997315673039217,0.08097256667315683,0.07315509442553086
0.036105061180829345,-0.18083499410686438,-0.015396512788907912,0.07691570297136174,0.17175880636443888,0.06287806024917439,0.011731368830073995,0.11194092459020062,0.0986651228280244,0.22328540142959924,0.1763065748795751,-0.16891609202432253,-0.056662518971514725,0.04640248030379164,-0.07996626241797013,-0.13681017957827546,,-0.06705658749072319,0.20656558243130707,0.1918536269453202
0.12375681930672922,0.14827217472839094,-0.0037162194009790483,0.15521163511918717,0.12866411969895053,0.21034476571768423,0.23745322799031904,0.2121162668189932,0.32712015376310427,-0.19665157220254945,-0.21061593248014415,-0.1645989251554582,-0.3063606600074074,0.13099947657200087,-0.22941965658091903,0.2799157199669976,,0.19170891736066425,0.13972995607856087,0.2258836809861624
-0.10249998451694714,-0.3840479130681419,0.0672095765794537,0.28902570141594586,0.06119016190139613,0.10254213370422088,-0.05342264774269871,0.007186501216503216,0.07366110598915261,0.19093630724428137,0.28895709745895987,0.05137712623777339,0.2603657226829636,0.2618876432461623,0.19072195472221956,0.056745257780460856,,0.36897683796117403,0.18092371110634736,0.2793934854669686
-0.09825379486990432,0.1503797997575354,-0.031141705273796172,0.09133766171489602,0.06396986105661523,0.048754821984146574,0.04683910978264327,0.12501216045631625,0.006345604476811682,-0.06580659552964577,-0.15231472569937513,-0.09241302943609739,-0.21732865200832188,0.04747625016884255,0.05177832857945179,-0.002148510294236211,,-0.05323409984142671,-0.054251066913411986,-0.07251571413636491
0.07114647647085093,-0.03935508370751742,0.15178329988481576,0.19675504400529126,0.27638346274322173,0.08986169071796615,0.10316523409985429,0.17585936706028915,0.2938596507501342,0.10468621386235033,-0.007307364582870049,0.12333217254342128,0.3297088020969696,0.18563852238696504,0.09637373730087331,-0.19203319847761516,,-0.10427165428707846,0.1106722374371153,0.028078113761421664
0.0583038351036983,0.15506934261148209,-0.044155792814008665,-0.12636991192299052,-0.03834039293686604,-0.11672823605122964,-0.028513373483251267,-0.06311284137572841,-0.09004913165230408,0.02004733927332958,-0.10417257419877363,-0.022608407605502326,-0.16558029146870493,-0.13862051848124127,0.039583542553372666,0.17376835970807336,,-0.05522490910803105,-0.012241333609597185,-0.12759187405470954
0.05983071281823482,0.047309039233900896,-0.025731357318968306,0.04610807143275136,0.07027113777565394,-0.12815950396243822,-0.04970950257910089,-0.009227064653232142,0.013182559898402916,0.0632119112446386,-0.04512542488495002,0.16776890006819858,0.09481251224468737,0.008979850985888868,-0.006952909684665165,-0.13410255854072148,,0.12566950118361225,-0.15680843958174362,-0.11034318957754086
0.15279189712842378,0.24246002213477436,0.07531701314363548,0.022328022610069748,0.12007931756718815,-0.25903844712050744,-0.21072932810683076,-0.1205701239281464,0.049086587782004976,-0.038345834737982136,0.16590035939474282,-0.254005558444722,-0.22576446083566948,-0.14212551201318424,-0.08935831663877257,0.23684833216625245,,0.06770287097049464,0.061695667893086725,-0.2467496059561104
-0.05807196157041494,-0.17912618401341235,-0.05496113164113936,0.20222603476646622,0.11212220784497556,0.05061086198445516,0.08439090297219806,0.1687089525734115,0.18065219528849977,0.08759354519855202,0.09824031857708929,0.22398727944817642,0.2486896681693125,0.04031045425719963,0.15298918879413376,-0.10605811117189219,,-0.004318699680633423,0.16568058874058522,0.12534656296589647
-0.13994534370830636,0.009175653491804214,-0.13479765855249395,0.1598862625193604,-0.034155089186047136,0.15208561392490821,0.08874653957754161,-0.009990520419773996,-0.28993930526295786,0.04199400142994024,-0.07568930776301401,0.1682128423743239,0.14727874657036344,-0.0029113796654634955,-0.03180262049978328,0.23297499590563975,,0.05050502362925484,-0.03225271501179383,-0.146311970754687
-0.11699792018589555,-0.09425581458046335,0.01691415231030302,-0.1342650029906743,0.19202219734928302,-0.03286565277636942,0.04513475818100347,-0.0009808918328406274,0.07167996938428596,-0.049725953236641064,0.20467095033857483,0.2599705067993974,0.19988433111463894,-0.1479671339459271,0.13402603550562314,-0.31852113485413663,,-0.03706171560254879,0.09387935665053096,0.16384634431936101
0.13017085751448265,0.07756887757757641,-0.018584099832256562,-0.16057028092014866,0.006032389768904058,-0.09184428369958662,0.085124249403178,-0.24263920864824734,-0.19649002847249575,0.11717916971092487,0.007747500828386274,-0.014255564605180973,-0.07762847528306091,0.02874684081316535,0.09886404176754542,0.21358439036209081,,-0.0999130204799511,0.0009706174970827569,-0.18153643684285414
0.01013075720434331,-0.07694039143043517,0.14559038252944279,-0.14260953080478728,0.34045674903560186,0.20988596385477998,0.046069259947502675,0.05499536588989374,0.3011731322732497,0.13452299091298864,-0.11069548923575762,0.11087164339322021,0.25945336059302176,0.22354796713492625,0.21657487281944698,0.029278084242316177,,-0.03507563022883191,-0.010333677476067199,-0.033670092712337577
0.17515062798801762,-0.06326856952774265,-0.07446123877209265,-0.008406137338417774,-0.023222433456871236,-0.013255641236459073,-0.05850270805082852,-0.011756587292532733,-0.18998262270818514,0.09007640264106902,0.12747194986981725,-0.1235845051688853,-0.1414202954117695,-0.03311166242811006,-0.040295483846910854,-0.04225889772298011,,0.05804181919491988,-0.009961998708640785,-0.02285363343202361
-0.02637945728160651,-0.15711285501691974,0.08787760877990414,0.005226140447186306,0.23398246677949985,0.10520248871005589,0.2740719171982504,0.0629656350020777,-0.0011625300544768347,0.021763370705295056,0.08007230994636377,0.09138631941168304,0.20907182831788373,0.016020043602436695,0.12000577059122491,-0.06130697624093881,,-0.23854802822321708,0.13908342364233503,0.07783290737338716
0.1445563757778524,0.12705936659848804,-0.0015907633157020151,-0.3293804661511993,-0.38362166012655724,-0.27674424991912666,-0.3724859928752065,-0.19888771249073273,-0.2892664698026453,-0.027443873373181844,0.06283495481445767,-0.27710478089743823,-0.29408648384527186,-0.15941747582480617,-0.27169028839454323,0.03173277125308541,,-0.3083198451801705,-0.46050035642725823,-0.3142603821612546
-0.399473689600872,-0.2694585360650413,-0.2079089016380533,0.007035601389345669,0.007801217794471668,-0.10109823481384742,-0.07309633762593103,0.05315119482535168,0.07506480369563415,-0.021737911604104494,-0.09495278960677866,-0.0752037293191602,-0.0756627815027898,-0.17035382422337436,-0.0872518411100283,-0.18764575507334932,,-0.014250538124943108,-0.17815850957640975,0.023377992838002376
0.09477764333110272,0.02458898551142652,-0.1193768160552337,-0.1213407784462873,-0.0020812561928214707,-0.17406294736733863,-0.12347541574860409,-0.16113469859726054,-0.03883329830994793,-0.20921471432109642,-0.29923096182183595,-0.2050658596933409,-0.2145529761614183,-0.14932546651789494,-0.07615765340622677,-0.041256963489373605,,-0.07968666608380699,-0.04886388056978277,-0.3017189699241202
-0.01557117567986166,-0.0715079983997586,-0.03059310866945797,0.24790973165317642,-0.14528322867425086,-0.09834742168861133,-0.02679689694160773,-0.03786205218395733,-0.06966955766608969,-0.09992110487079953,0.02727174219444775,0.2861228754227531,0.12158380918371148,0.02310048560755644,0.04762983009108888,-0.20195687341596916,,0.015811879453755603,0.041208596681410664,0.11479548522631605
0.06717459890758326,-0.07489020530945605,-0.24382105368311505,-0.18481067798439943,-0.020313227134117387,-0.28772346141250543,-0.1568610144847442,-0.18912823727877098,-0.07652958163000466,-0.1989110087807231,-0.25098856191081365,-0.12239514821043754,-0.1488951510366938,-0.03353690054019969,0.33245487883458946,-0.007534521254080551,,-0.20860990050532444,-0.14498851313466396,-0.31798160948430326
-0.2582519869303672,0.19324717096901367,-0.018123017960693544,0.10041353512857626,0.07918882131830096,-0.09535772393061032,-0.2010004688847105,-0.03278815727325783,0.029195529652811695,-0.00536828469690797,0.14437471512247876,0.1703868457686449,0.16632084881131204,-0.10186350232099028,0.24986913454971538,-0.10808261723273131,,-0.036067848607494096,-0.2785900100714039,-0.10090052637353084
0.15483824719905204,0.2865732600223284,0.1854578150450915,0.11633374764368182,0.25584982555418634,0.2391464801352577,0.3015494489662705,0.12130520331410395,0.20745879349402505,0.16830142128498696,0.08919269334986626,-0.19529931168177223,-0.057312343535604715,0.2508161497298417,0.034928236408293185,0.28589557063633697,,0.1262360635573424,0.20947400428171453,0.19909134772513204
